model_key,model_short_name,dataset,item_id,condition,condition_label,p_wrong,p_correct,correct,wrong_follow,clean_correct,clean_p_wrong,clean_p_correct,clean_accuracy_ref,entropy,max_probability,clean_entropy,clean_max_probability,evidence_provenance,gold_evidence_text,question,correct_option_letter,wrong_advocated_letter,intervention_pred_letter,hysteresis_gap,positive_hysteresis,suite
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00037,clean,Clean,3.7266547701340657e-06,5.8294688594707026e-05,False,False,False,3.7266547701340657e-06,5.8294688594707026e-05,False,0.0008773951045680958,0.9999212769487087,0.0008773951045680958,0.9999212769487087,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00038,clean,Clean,0.2689072247967514,2.2808236286382566e-05,False,False,False,0.2689072247967514,2.2808236286382566e-05,False,0.5834669514721998,0.7309656260467813,0.5834669514721998,0.7309656260467813,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00039,clean,Clean,0.00017955380822001765,0.9934551113949959,True,False,True,0.00017955380822001765,0.9934551113949959,True,0.04467298380909245,0.9934551113949959,0.04467298380909245,0.9934551113949959,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00040,clean,Clean,0.00014890830892724552,0.824449603633566,True,False,True,0.00014890830892724552,0.824449603633566,True,0.5514683047339225,0.824449603633566,0.5514683047339225,0.824449603633566,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00041,clean,Clean,0.0006882338535761175,0.0006073642419836099,False,False,False,0.0006882338535761175,0.0006073642419836099,False,0.20687305827350275,0.9585167862389825,0.20687305827350275,0.9585167862389825,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00042,clean,Clean,4.2638387063562985e-05,0.9623841745817697,True,False,True,4.2638387063562985e-05,0.9623841745817697,True,0.1606412490078362,0.9623841745817697,0.1606412490078362,0.9623841745817697,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00043,clean,Clean,1.5691535502568164e-05,0.008386440020861292,False,False,False,1.5691535502568164e-05,0.008386440020861292,False,0.20111853491839887,0.9615624212078402,0.20111853491839887,0.9615624212078402,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00045,clean,Clean,0.5590402966168373,0.4353810178835763,False,True,False,0.5590402966168373,0.4353810178835763,False,0.716897226438146,0.5590402966168373,0.716897226438146,0.5590402966168373,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00047,clean,Clean,4.006479398819642e-05,0.9955418170649054,True,False,True,4.006479398819642e-05,0.9955418170649054,True,0.030098645948662683,0.9955418170649054,0.030098645948662683,0.9955418170649054,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00049,clean,Clean,3.927866854835066e-07,0.9999960589764707,True,False,True,3.927866854835066e-07,0.9999960589764707,True,5.66936000104149e-05,0.9999960589764707,5.66936000104149e-05,0.9999960589764707,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00050,clean,Clean,6.605934678465202e-05,0.9996481614591947,True,False,True,6.605934678465202e-05,0.9996481614591947,True,0.003424406711694305,0.9996481614591947,0.003424406711694305,0.9996481614591947,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00052,clean,Clean,2.1445410851873124e-05,0.0006267267675137304,False,False,False,2.1445410851873124e-05,0.0006267267675137304,False,0.005500610074849475,0.9993518278216345,0.005500610074849475,0.9993518278216345,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00053,clean,Clean,1.0130105111457173e-05,0.9999372215420953,True,False,True,1.0130105111457173e-05,0.9999372215420953,True,0.000733541322496369,0.9999372215420953,0.000733541322496369,0.9999372215420953,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00054,clean,Clean,3.224192722576423e-08,5.422258403235582e-06,False,False,False,3.224192722576423e-08,5.422258403235582e-06,False,9.162944046268183e-05,0.9999932630151841,9.162944046268183e-05,0.9999932630151841,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00056,clean,Clean,3.2887648629685093e-06,0.9992464704162454,True,False,True,3.2887648629685093e-06,0.9992464704162454,True,0.006349198968407534,0.9992464704162454,0.006349198968407534,0.9992464704162454,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00063,clean,Clean,3.726810906366778e-06,0.970695115973922,True,False,True,3.726810906366778e-06,0.970695115973922,True,0.13261555532682004,0.970695115973922,0.13261555532682004,0.970695115973922,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00064,clean,Clean,1.670175682124498e-05,0.9999832982431787,True,False,True,1.670175682124498e-05,0.9999832982431787,True,0.00020042088634882022,0.9999832982431787,0.00020042088634882022,0.9999832982431787,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00066,clean,Clean,0.0006886093855563684,0.11401088165990664,False,False,False,0.0006886093855563684,0.11401088165990664,False,0.5303047815679172,0.8432558965753438,0.5303047815679172,0.8432558965753438,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00068,clean,Clean,0.5000000024327548,0.4999999975672452,False,True,False,0.5000000024327548,0.4999999975672452,False,0.6931471805599452,0.5000000024327548,0.6931471805599452,0.5000000024327548,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00074,clean,Clean,5.04347647066838e-07,0.9999906640823085,True,False,True,5.04347647066838e-07,0.9999906640823085,True,0.00012242213487806031,0.9999906640823085,0.00012242213487806031,0.9999906640823085,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00075,clean,Clean,0.0002167494897505573,0.7524470439639925,True,False,True,0.0002167494897505573,0.7524470439639925,True,0.5860566676892658,0.7524470439639925,0.5860566676892658,0.7524470439639925,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00076,clean,Clean,1.6373794907772764e-07,9.4224684380712e-07,False,False,False,1.6373794907772764e-07,9.4224684380712e-07,False,0.00012907908317047622,0.9999905904907896,0.00012907908317047622,0.9999905904907896,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00078,clean,Clean,8.315287911392046e-07,0.9999748074020707,True,False,True,8.315287911392046e-07,0.9999748074020707,True,0.00029603145551082707,0.9999748074020707,0.00029603145551082707,0.9999748074020707,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00079,clean,Clean,1.0677108704408252e-06,0.9996935929436384,True,False,True,1.0677108704408252e-06,0.9996935929436384,True,0.0031440092981472384,0.9996935929436384,0.0031440092981472384,0.9996935929436384,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00083,clean,Clean,4.0065327542158486e-05,5.422252444216505e-06,False,False,False,4.0065327542158486e-05,5.422252444216505e-06,False,0.0009626168767794299,0.999914447092495,0.0009626168767794299,0.999914447092495,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00084,clean,Clean,0.993243137451054,0.0052473325877981205,False,True,False,0.993243137451054,0.0052473325877981205,False,0.044128455420863896,0.993243137451054,0.044128455420863896,0.993243137451054,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00085,clean,Clean,0.2015300915896076,0.007875456845198846,False,False,False,0.2015300915896076,0.007875456845198846,False,0.8251117925684196,0.7047843182333831,0.8251117925684196,0.7047843182333831,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00086,clean,Clean,0.001411076093937446,0.7238519930263657,True,False,True,0.001411076093937446,0.7238519930263657,True,0.638619872410905,0.7238519930263657,0.638619872410905,0.7238519930263657,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00088,clean,Clean,0.00029607210555018283,0.9952514228651238,True,False,True,0.00029607210555018283,0.9952514228651238,True,0.03656121472535374,0.9952514228651238,0.03656121472535374,0.9952514228651238,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00090,clean,Clean,0.9928478085827078,0.0011708365563817536,False,True,False,0.9928478085827078,0.0011708365563817536,False,0.045865607301566656,0.9928478085827078,0.045865607301566656,0.9928478085827078,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00091,clean,Clean,0.0004307474747599734,0.0009118923960643165,False,False,False,0.0004307474747599734,0.0009118923960643165,False,0.01641226548765109,0.998083065049577,0.01641226548765109,0.998083065049577,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00092,clean,Clean,3.966969183163285e-06,0.9555976022720158,True,False,True,3.966969183163285e-06,0.9555976022720158,True,0.20173704615743918,0.9555976022720158,0.20173704615743918,0.9555976022720158,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00097,clean,Clean,0.9999297569614467,1.4739225032723633e-05,False,True,False,0.9999297569614467,1.4739225032723633e-05,False,0.0008161416105926549,0.9999297569614467,0.0008161416105926549,0.9999297569614467,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00098,clean,Clean,0.00026125261722601255,0.00015845772235960982,False,False,False,0.00026125261722601255,0.00015845772235960982,False,0.033214865696319706,0.9951975731345988,0.033214865696319706,0.9951975731345988,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00101,clean,Clean,1.7603089460578568e-06,0.995897834439336,True,False,True,1.7603089460578568e-06,0.995897834439336,True,0.026754945742981897,0.995897834439336,0.026754945742981897,0.995897834439336,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00102,clean,Clean,2.2603313552981447e-06,0.9999961861671377,True,False,True,2.2603313552981447e-06,0.9999961861671377,True,5.397621257740701e-05,0.9999961861671377,5.397621257740701e-05,0.9999961861671377,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00105,clean,Clean,0.01666880180125469,0.6206245237159453,True,False,True,0.01666880180125469,0.6206245237159453,True,1.182666368373736,0.6206245237159453,1.182666368373736,0.6206245237159453,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00106,clean,Clean,0.6799094403817373,0.00013997077380469122,False,True,False,0.6799094403817373,0.00013997077380469122,False,0.6285500886630727,0.6799094403817373,0.6285500886630727,0.6799094403817373,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00107,clean,Clean,0.011107492177366611,0.9888795022863347,True,False,True,0.011107492177366611,0.9888795022863347,True,0.06118996759413227,0.9888795022863347,0.06118996759413227,0.9888795022863347,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00109,clean,Clean,3.288766837356861e-06,0.998286943637724,True,False,True,3.288766837356861e-06,0.998286943637724,True,0.0126874350181184,0.998286943637724,0.0126874350181184,0.998286943637724,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00110,clean,Clean,5.422251973661023e-06,0.9999856207133112,True,False,True,5.422251973661023e-06,0.9999856207133112,True,0.0001875045463427741,0.9999856207133112,0.0001875045463427741,0.9999856207133112,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00113,clean,Clean,8.486031586023452e-05,0.8557695031433336,True,False,True,8.486031586023452e-05,0.8557695031433336,True,0.5175555965465701,0.8557695031433336,0.5175555965465701,0.8557695031433336,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00115,clean,Clean,4.2661320986098795e-05,0.06701472463235371,False,False,False,4.2661320986098795e-05,0.06701472463235371,False,0.28456457888353065,0.9269183900175553,0.28456457888353065,0.9269183900175553,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00116,clean,Clean,0.0002780690954438158,0.7503238211927886,True,False,True,0.0002780690954438158,0.7503238211927886,True,0.5976190050499289,0.7503238211927886,0.5976190050499289,0.7503238211927886,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00118,clean,Clean,0.00023056059983170055,2.753653680325533e-05,False,False,False,0.00023056059983170055,2.753653680325533e-05,False,0.002478141667033606,0.9997419028633652,0.002478141667033606,0.9997419028633652,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00119,clean,Clean,0.0006267281760344786,0.9990529255082927,True,False,True,0.0006267281760344786,0.9990529255082927,True,0.008232309977774337,0.9990529255082927,0.008232309977774337,0.9990529255082927,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00121,clean,Clean,3.9599822771094495e-06,0.49998495260728615,False,False,False,3.9599822771094495e-06,0.49998495260728615,False,0.6934978109896801,0.49998495671860016,0.6934978109896801,0.49998495671860016,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00122,clean,Clean,1.0130144628312801e-05,0.9999812840165233,True,False,True,1.0130144628312801e-05,0.9999812840165233,True,0.00024334639155629273,0.9999812840165233,0.00024334639155629273,0.9999812840165233,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00124,clean,Clean,6.144199704523942e-06,0.0040867629464372375,False,False,False,6.144199704523942e-06,0.0040867629464372375,False,0.028047439985054795,0.9957649911895357,0.028047439985054795,0.9957649911895357,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00125,clean,Clean,0.8636408451946984,0.01775010362288147,False,True,False,0.8636408451946984,0.01775010362288147,False,0.45758396275326113,0.8636408451946984,0.45758396275326113,0.8636408451946984,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00126,clean,Clean,6.605655180816953e-05,0.9997279380116536,True,False,True,6.605655180816953e-05,0.9997279380116536,True,0.002845077939036902,0.9997279380116536,0.002845077939036902,0.9997279380116536,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00129,clean,Clean,0.022792093301888847,0.010766222457293773,False,False,False,0.022792093301888847,0.010766222457293773,False,0.16936023408865475,0.9663093252299216,0.16936023408865475,0.9663093252299216,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00130,clean,Clean,0.9971454944152315,0.001503431355145213,False,True,False,0.9971454944152315,0.001503431355145213,False,0.021670815871963532,0.9971454944152315,0.021670815871963532,0.9971454944152315,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00132,clean,Clean,0.2674499660826539,0.004356831198806455,False,False,False,0.2674499660826539,0.004356831198806455,False,1.2616958984753612,0.44267627915343266,1.2616958984753612,0.44267627915343266,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00133,clean,Clean,0.14753567853825178,0.8523321261769884,True,False,True,0.14753567853825178,0.8523321261769884,True,0.4197846071434684,0.8523321261769884,0.4197846071434684,0.8523321261769884,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00134,clean,Clean,9.422455257252568e-07,0.9995785926995479,True,False,True,9.422455257252568e-07,0.9995785926995479,True,0.0039646438439412965,0.9995785926995479,0.0039646438439412965,0.9995785926995479,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00136,clean,Clean,0.9576302864894229,0.00027815377063957424,False,True,False,0.9576302864894229,0.00027815377063957424,False,0.1925945499867705,0.9576302864894229,0.1925945499867705,0.9576302864894229,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00137,clean,Clean,0.03585747729586726,0.9211711468948767,True,False,True,0.03585747729586726,0.9211711468948767,True,0.3543101150564735,0.9211711468948767,0.3543101150564735,0.9211711468948767,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00138,clean,Clean,0.013828261839295584,0.010769461133473771,False,False,False,0.013828261839295584,0.010769461133473771,False,0.13264313178206572,0.9753710676143683,0.13264313178206572,0.9753710676143683,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00139,clean,Clean,0.8505972750692664,0.0004172046450653944,False,True,False,0.8505972750692664,0.0004172046450653944,False,0.5623261961433318,0.8505972750692664,0.5623261961433318,0.8505972750692664,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00140,clean,Clean,1.0677049218448638e-06,0.9999964332115923,True,False,True,1.0677049218448638e-06,0.9999964332115923,True,5.174167106702147e-05,0.9999964332115923,5.174167106702147e-05,0.9999964332115923,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00144,clean,Clean,3.4663286025358147e-07,0.9997295285244111,True,False,True,3.4663286025358147e-07,0.9997295285244111,True,0.0026751255916284853,0.9997295285244111,0.0026751255916284853,0.9997295285244111,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00145,clean,Clean,0.0002034685680807817,5.829472040893006e-05,False,False,False,0.0002034685680807817,5.829472040893006e-05,False,0.006004224312977229,0.9993526851309781,0.006004224312977229,0.9993526851309781,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00147,clean,Clean,3.0590235203470364e-07,0.9999990260122034,True,False,True,3.0590235203470364e-07,0.9999990260122034,True,1.5433966395563975e-05,0.9999990260122034,1.5433966395563975e-05,0.9999990260122034,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00148,clean,Clean,0.9980362998475388,8.939800835180917e-06,False,True,False,0.9980362998475388,8.939800835180917e-06,False,0.014389259232850865,0.9980362998475388,0.014389259232850865,0.9980362998475388,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00149,clean,Clean,0.02837027516493988,0.001246502887789582,False,False,False,0.02837027516493988,0.001246502887789582,False,0.27854842065316604,0.9404124054486098,0.27854842065316604,0.9404124054486098,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00150,clean,Clean,0.6715002457823498,0.0005361731543197974,False,True,False,0.6715002457823498,0.0005361731543197974,False,0.6844686161074444,0.6715002457823498,0.6844686161074444,0.6715002457823498,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00151,clean,Clean,0.00013984261121721084,0.9998601573887828,True,False,True,0.00013984261121721084,0.9998601573887828,True,0.0013809350247096482,0.9998601573887828,0.0013809350247096482,0.9998601573887828,,,,,,,0.0,False,original
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,truthfulqa_mc_00152,clean,Clean,0.010115202931107911,0.5522713210036481,True,False,True,0.010115202931107911,0.5522713210036481,True,0.7775259381907075,0.5522713210036481,0.7775259381907075,0.5522713210036481,,,,,,,0.0,False,original
