model_key,model_short_name,dataset,category,best_condition,best_level,evaluated_n,intervention_p_wrong,intervention_p_correct,accuracy,restoration_ratio,restoration_ratio_informative,repair_classification,mro_success
qwen25_14b,Qwen2.5-14B,mmlu_pro,source_skepticism,source_skepticism_reset,R2,500,0.2893261023210235,0.36567613082935496,0.364,0.2458379835404795,True,flattening_or_suppression,False
qwen25_14b,Qwen2.5-14B,mmlu_pro,state_reconstruction,factual_state_reconstruction,R5,500,0.08082455151360494,0.45848549545722883,0.468,1.0120892534244674,True,restored_clean_context_like,True
qwen25_14b,Qwen2.5-14B,mmlu_pro,system_reset,system_level_reset,R2,500,0.33284348569938443,0.36008657408041117,0.362,0.08590991515648665,True,weak_wrong_suppression,False
qwen25_14b,Qwen2.5-14B,mmlu_pro,user_retraction,explicit_user_retraction,R1,500,0.239604410520809,0.3971396714007477,0.392,0.4285671255308184,True,genuine_repair_like,False
qwen25_14b,Qwen2.5-14B,mmlu_pro,verification,evidence_for_each_option_then_answer,R6,500,0.32814719024692407,0.3552555231440382,0.354,0.10316898272822823,True,weak_wrong_suppression,False
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,context_removal,context_truncation,R3,500,0.06994125393420762,0.7870877189637346,0.79,1.16525237804014,False,restored_clean_context_like,True
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,neutral_summary,neutral_summary_replacement,R4,500,0.07523369085121435,0.7360940633294338,0.738,1.0210351434975047,False,restored_clean_context_like,True
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,source_skepticism,source_skepticism_reset,R2,500,0.08310710549681494,0.7563090818772228,0.752,0.8064870809694022,False,restored_clean_context_like,True
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,state_reconstruction,factual_state_reconstruction,R5,500,0.059502780961915504,0.8178031258638027,0.822,1.4496974698795024,False,restored_clean_context_like,True
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,system_reset,system_level_reset,R2,500,0.10718745003892456,0.732671974182877,0.732,0.15030529719841715,False,restored_clean_context_like,True
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,user_retraction,explicit_user_retraction,R1,500,0.07985002246231462,0.7533501242305451,0.754,0.8952415650147285,False,restored_clean_context_like,True
qwen25_14b,Qwen2.5-14B,truthfulqa_mc,verification,evidence_for_each_option_then_answer,R6,500,0.09638792033847915,0.7341808218683759,0.734,0.44458907085181415,False,restored_clean_context_like,True
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,context_removal,context_truncation,R3,500,0.09106594570546454,0.2711807894377118,0.288,1.0002758005315382,True,restored_clean_context_like,True
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,neutral_summary,neutral_summary_replacement,R4,500,0.08937283625935255,0.26727756674092523,0.278,1.002945044890717,True,restored_clean_context_like,True
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,source_skepticism,source_skepticism_reset,R2,500,0.7473224730122954,0.08417535685664373,0.082,-0.0343348312327431,True,worse_than_reset,False
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,state_reconstruction,factual_state_reconstruction,R5,500,0.09700003869213057,0.26668038964491103,0.266,0.9909205020492847,True,restored_clean_context_like,True
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,system_reset,system_level_reset,R2,500,0.7566388378631375,0.0803756554781641,0.076,-0.049022395810016516,True,worse_than_reset,False
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,user_retraction,explicit_user_retraction,R1,500,0.6331113193226292,0.11317560236200953,0.116,0.14572291898624354,True,flattening_or_suppression,False
qwen25_15b,Qwen2.5-1.5B,mmlu_pro,verification,self_verification_final_label,R6,500,0.7604504928882215,0.08107696373890895,0.078,-0.05503159899425535,True,worse_than_reset,False
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,context_removal,context_truncation,R3,500,0.1474169940269736,0.5425281820266541,0.542,1.036292142282277,True,restored_clean_context_like,True
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,neutral_summary,neutral_summary_replacement,R4,500,0.18576800501004073,0.43090998937588315,0.432,0.9595123466155591,True,genuine_repair_like,False
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,source_skepticism,source_skepticism_reset,R2,500,0.7093983310180858,0.07693422359166334,0.068,-0.08881019835061343,True,worse_than_reset,False
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,state_reconstruction,factual_state_reconstruction,R5,500,0.18983505220557767,0.3894439229055246,0.388,0.9513700044807429,True,genuine_repair_like,False
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,system_reset,system_level_reset,R2,500,0.7388059115548529,0.05826340867196484,0.06,-0.14768499634909238,True,worse_than_reset,False
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,user_retraction,explicit_user_retraction,R1,500,0.5924847071170134,0.09656624434908054,0.088,0.1452541437274409,True,flattening_or_suppression,False
qwen25_15b,Qwen2.5-1.5B,truthfulqa_mc,verification,self_verification_final_label,R6,500,0.731667634536303,0.06097926594434307,0.058,-0.13339396628632105,True,worse_than_reset,False
qwen25_7b,Qwen2.5-7B,mmlu_pro,context_removal,fresh_context_deletion,R3,500,0.0806055196700934,0.42572695217928047,0.424,1.0,True,restored_clean_context_like,True
qwen25_7b,Qwen2.5-7B,mmlu_pro,neutral_summary,neutral_summary_replacement,R4,500,0.08607913697525782,0.42210306441832735,0.424,0.9791037934777013,True,restored_clean_context_like,True
qwen25_7b,Qwen2.5-7B,mmlu_pro,source_skepticism,source_skepticism_reset,R2,500,0.34206913933968885,0.30597907768130356,0.306,0.0018305098661830159,True,no_material_change,False
qwen25_7b,Qwen2.5-7B,mmlu_pro,state_reconstruction,factual_state_reconstruction,R5,500,0.07601806508548375,0.41507343811112346,0.418,1.0175131714672896,True,restored_clean_context_like,True
qwen25_7b,Qwen2.5-7B,mmlu_pro,system_reset,system_level_reset,R2,500,0.34595759043642854,0.3022207675108713,0.3,-0.01301412991027105,True,no_material_change,False
qwen25_7b,Qwen2.5-7B,mmlu_pro,user_retraction,explicit_user_retraction,R1,500,0.3047216018159843,0.3116010421614126,0.31,0.1444093226849548,True,weak_wrong_suppression,False
qwen25_7b,Qwen2.5-7B,mmlu_pro,verification,evidence_for_each_option_then_answer,R6,500,0.34182185309918234,0.30685045976787617,0.308,0.0027745554696035424,True,no_material_change,False
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,context_removal,context_truncation,R3,500,0.08890965541664793,0.7482583245881618,0.746,1.644510718379622,False,restored_clean_context_like,True
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,neutral_summary,neutral_summary_replacement,R4,500,0.09968450176409209,0.7309155034288017,0.73,0.6616176503118443,False,restored_clean_context_like,True
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,source_skepticism,source_skepticism_reset,R2,500,0.10649236007633127,0.6641934308653504,0.664,0.040597495804052475,False,no_material_change,False
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,state_reconstruction,factual_state_reconstruction,R5,500,0.08354922534153039,0.7687470368810302,0.768,2.133494912937981,False,restored_clean_context_like,True
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,system_reset,system_level_reset,R2,500,0.10767826943594201,0.6569209392800981,0.654,-0.06758243097463304,False,no_material_change,False
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,user_retraction,explicit_user_retraction,R1,500,0.10237640967167151,0.6619717289084898,0.664,0.41605891685814095,False,no_material_change,False
qwen25_7b,Qwen2.5-7B,truthfulqa_mc,verification,evidence_for_each_option_then_answer,R6,500,0.10836104587217495,0.6550099448257508,0.652,-0.12986603155447418,False,no_material_change,False
